ID,SMILES,AV_Bit,AV
coq_1081,CC(C)C1CCC(C)CC1OC(=O)C2=CC=CC=C2O,0,
coq_1082,Cl.O=C(O)C2=CN(c1cc(c(F)cc1C2=O)N3CCNCC3)C4CC4,0,
coq_1083,Cl.Clc1ccc(CC(C)(O)C(C)CN(C)C)cc1,0,
coq_1084,CCN(CCOc2ccccc2C(=O)CCc1ccccc1)CC,0,
coq_1085,CC(C)NC[C@@H](O)COc1ccc(cc1)CC(N)=O,0,
coq_1086,[Br-].CC(C)[N+](C)(CCOC(=O)C1c3ccccc3Oc2ccccc12)C(C)C,0,
coq_1087,[O-][S](=O)(=O)OC1=CC=C(C=C1)C(C2=CC=C(O[S]([O-])(=O)=O)C=C2)C3=CC=CC=N3,0,
coq_1088,OCC(O)COc1ccccc1OC,0,
coq_1089,O=C(NN1CCCCC1)c4nn(c2ccc(Cl)cc2Cl)c(c3ccc(Cl)cc3)c4C,0,
coq_1090,Nc1c(cccc1CC(N)=O)C(=O)c2ccccc2,0,
coq_1091,N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC(=O)N[C@@H](CC3=CC=CS3)C(=O)N[C@@H](CO)C(=O)N4CC5=C(C[C@@H]4C(=O)N6[C@H]7CCCC[C@H]7C[C@H]6C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C=CC=C5,0,
coq_1092,CN1CCC2=C(C1)C3=CC=CC=C3[N]2CC4=CC=CC=C4,0,
coq_1093,Ic1c(c(I)c(c(I)c1N(C)C(=O)CO)C(=O)NCC(O)CO)C(=O)NCC(O)CO,0,
coq_1094,O=C(O)Cc2onc(c1ccc(OC)cc1)c2c3ccc(OC)cc3,0,
coq_1095,CN(C)[C@H]1CC[C@H](O[C@@H]1C)O[C@H]4C=CC=CC[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]3O)N(C)C)[C@@H](CC=O)C[C@H]4C,0,
coq_1096,CCC(=O)C(CCN(C)C)(c1ccccc1)c2ccccc2,0,
coq_1097,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)CO)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]3NC(N)=N,0,
coq_1098,Cc2ccsc2\C=C\C1=NCCCN1C.O=C(O)[C@H](O)[C@H](O)C(=O)O,0,
coq_1099,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(C)=C\C3=CSC(=N3)C,0,
coq_1100,CC/1=C(/N2[C@@H](SC1)[C@H](NC(=O)[C@H](N)/C3=C/C/C=C\C3)C2=O)C(O)=O,0,
coq_1101,ClC1=CC=C(C=C1)N2CC(=N/C2=O)\N3CCOCC3,0,
coq_1102,Cl.OCCN1CCN(CC1)C(=O)CN2c3cc(Cl)ccc3SC2=O,0,
coq_1103,[H][C@@]2(CC1=CC(OC)=C(OC)C(OC)=C1)C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]4(C)CCC5=CC(OC)=C(OC)C=C5[C@@]4([H])CC6=CC(OC)=C(OC)C(OC)=C6,0,
coq_1104,Clc2cccc(Cl)c2OC(C)C1=NCCN1,0,
coq_1105,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(O)C([O-])=O,0,
coq_1106,CC(C)C1=NN=C(C)N1C2CC3CCC(C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)C5=CC=CC=C5,0,
coq_1107,N[C@H](CC1=CC=CC=C1)C(O)=O,0,
coq_1108,Cl.O=C(O)Cc1ccc2OCc3ccccc3C(=C\CCN(C)C)\c2c1,0,
coq_1109,O[P]([O-])(=O)C(SC1=CC=C(Cl)C=C1)[P](O)([O-])=O,0,
coq_1110,NC(=O)OCC(O)COC1=CC=C(Cl)C=C1,0,
coq_1111,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,0,
coq_1112,CC1=NC(=C(CN(C=O)C(/C)=C(\CCO)SSCC2CCCO2)C=N1)N,0,
coq_1113,[O-][N+](=O)C1=CC=CC(=C1)[N+]([O-])=O,0,
coq_1114,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@@H]2[C@H](C)O[C@@H](C[C@@H]2OC)O[C@H]\3[C@@H](C)\C=C\C=C\4CO[C@@H]5C(O)\C(=C/[C@@H](C(=O)O[C@H]6C[C@@H](C/C=C3C)O[C@@]\7(C6)O[C@@H]([C@@H](C)\C=C7)C8CCCCC8)[C@]45O)C,0,
coq_1115,CC[C@]12CC(=C)[C@H]3[C@@H](CCC/4=C/C(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0,
coq_1116,[O-]S(=O)(=O)OC.OC(C(=O)OCC1CCCC[N+]1(C)C)(c2ccccc2)c3ccccc3,0,
coq_1117,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,0,
coq_1118,Cl.Cl.O=C(c1ccccc1)C(C)CN3CCN(CC(OCC)c2ccccc2)CC3,0,
coq_1119,NS(=O)(=O)c1cc2C(=O)NC(Nc2cc1Cl)CC,0,
coq_1120,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,0,
coq_1121,OC(C[N]1C=CN=C1)([P](O)(O)=O)[P](O)(O)=O,0,
coq_1122,CN1CCN(CCCN2C3=CC=CC=C3SC4=CC=CC=C24)CC1,0,
coq_1123,Cc1cc(C)c(Br)c(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,0,
coq_1124,COC1=CC2=C(C=C1OC)[C@@]34CCN5CC/6=C/CO[C@H]7CC(=O)N2[C@H]3[C@H]7[C@H]6C[C@@H]45,0,
coq_1125,[Na+].O=C(NNCS([O-])(=O)=O)c1ccncc1,0,
coq_1126,NC(=N)NCC1=CC=CC(=C1)I,0,
coq_1127,OC\C=C\C1=CC=CC=C1,0,
coq_1128,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,0,
coq_1129,Br.CN3[C@@H]1CC[C@H]3C[C@H](C1)OC(=O)C(O)c2ccccc2,0,
coq_1130,CC1=C(CCO)SC=[N+]1CC2=CN=C(C)N=C2N,0,
coq_1131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC\4=C\C(=O)\C=C/[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO[P]([O-])([O-])=O,0,
coq_1132,Oc1ccc(cc1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,0,
coq_1133,[Br-].C[N@@+]14CCCC[C@@H]4CC\C(C1)=C(/c2sccc2)c3cccs3,0,
coq_1134,CCCCOC1=CC=C(C[N+]2(C)C3CCC2CC(C3)OC(=O)[C@H](CO)C4=CC=CC=C4)C=C1,0,
coq_1135,FC(F)OC1=CC=C(C=C1OCC2CC2)C(=O)NC3=C(Cl)C=NC=C3Cl,0,
coq_1136,O=S(=O)(O)O.N[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,
coq_1137,Cl.O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N,0,
coq_1138,NS(=O)(=O)c3cc1c(NC(NS1(=O)=O)CC2CCCC2)cc3Cl,0,
coq_1139,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@@H](O)[C@H](C)C[C@H](CC=O)[C@H](OC2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H]1OC,0,
coq_1140,[CH3][C](=[O])C1=CC=C2[S]C3=C(C=CC=C3)[N]([CH2][CH2][CH2][N]4[CH2][CH2][N]([CH2][CH2][OH])[CH2][CH2]4)C2=C1,0,
coq_1141,CN(C)CC\C=C1/C2=C(CSC3=C1C=CC=C3)C=CC=C2,0,
coq_1142,CC(C)[C@H](N)C(O)=O,0,
coq_1143,NC/1=N/C2=C(N=C[N]2[C@H]3C[C@H](O)[C@@H](CO)C3=C)C(=O)N1,0,
coq_1144,Cl.OC(CCN1CCCCC1)(c2ccccc2)C4CC3C=CC4C3,0,
coq_1145,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0,
coq_1146,C[C@]12CC[C@H](O)C[C@H]1CCC3C2CC[C@]4(C)[C@H](C[C@H]5O[C@@]345)C/6=C/OC(=O)/C=C6,0,
coq_1147,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0,
coq_1148,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(O)=O)O1,0,
coq_1149,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)\C(N)=N\O,0,
coq_1150,CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(=O)O,0,
coq_1151,COC1=C(OCCCN2CCOCC2)C=CC\3=C1/N=C(/NC(=O)C4=CN=C(N)N=C4)N5CC/N=C35,0,
coq_1152,N\C1=N\C(=O)\C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)/N1,0,
coq_1153,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]3NC(N)=N,0,
coq_1154,O.[Na+].[Na+].CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO[P]([O-])(=O)O[P]([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)[N]4C=NC5=C4N=CN=C5N)C\6=N\C(=O)NC(=O)C6=N/C2=C1,0,
coq_1155,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,
coq_1156,CCC(C(=O)NC(N)=O)c1ccccc1,0,
coq_1157,CC(C)C(=O)OCC(=O)[C@@]12OC(O[C@@H]1C[C@H]3[C@@H]4CCC\5=C\C(=O)\C=C/[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6,0,
coq_1158,C[C@H]\1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)\C=C/C(=O)/C=C14,0,
coq_1159,Brc1ccc(cc1)C(OCCN(C)C)c2ccccc2,0,
coq_1160,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@H]1C,0,
coq_1161,[I-].C[N+](C)(Cc1cccs1)CCOc2ccccc2,0,
coq_1162,C[C@@H]1CCN(C[C@@H]1N(C)C2=C3C=C[NH]C3=NC=N2)C(=O)CC#N,0,
coq_1163,CC[C@H]1OC(=O)C[C@@H](OC(C)=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(=C/[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC)C,0,
coq_1164,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC3=CC=CC=C3C#N)C1=O,0,
coq_1165,CCCCCCCCCCCCCCCCCCCCCC(=O)NC\1=N\C(=O)N(\C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,0,
coq_1166,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0,
coq_1167,O=C(OC)N/C(NC(=O)OC)=N\c2ccc(Sc1ccccc1)cc2NC(=O)COC,0,
coq_1168,O=S(=O)(O)O.C\N=C(/NC)NCc1ccccc1.C\N=C(\NCc1ccccc1)NC,0,
coq_1169,[Br-].O=C(OC1CCC[N+](C)(C)C1)C(O)(c2ccccc2)c3ccccc3,0,
coq_1170,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,0,
coq_1171,CC[N+](C)(C)CC1=C(Br)C=CC=C1,0,
coq_1172,NC\1=N\C(=O)N(\C=C1)[C@@H]2CS[C@H](CO)O2,0,
coq_1173,CC(=O)NC1=CC=C(O)C=C1,0,
coq_1174,NCC(O)C1=CC=CC(=C1)O,0,
coq_1175,CCN(C(=O)C/1=C(O)/C2=C(C=CC=C2Cl)N(C)C1=O)C3=CC=CC=C3,0,
coq_1176,Cl.CN(C)Cc3c(ccc1c3OC(=C(C)C1=O)c2ccccc2)OC,0,
coq_1177,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@](C)(OC(C)=O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H]1OC,0,
coq_1178,CC2(CN(C)S(=O)(=O)c1ccc(Cl)c(c1)S(N)(=O)=O)CCCO2,0,
coq_1179,Oc2ccc(CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)cc2,0,
coq_1180,CC(=C)C1CC\C(=C/C1)C,0,
coq_1181,CN(CC1=CC=CC=C1)C(=O)[C@H](NC(=O)C2=CC3=C(C=CC(=C3)NC(=O)C4=CC=CC=C4C5=CC=C(C=C5)C(F)(F)F)[N]2C)C6=CC=CC=C6,0,
coq_1182,Cl.Fc1ccc(cc1)[C@@]2(CC[C@H](CC2)N3CC[C@@]([C@H](C)C3)(c4ccccc4)C(=O)O)C#N,0,
coq_1183,O=C(Nc1c(C)cccc1C(=O)OC)CN(CC)CC,0,
coq_1184,[Na+].O=C1NC(=O)NC=2[N-]C(=O)NC1=2,0,
coq_1185,OB1OCC2=CC(=CC=C12)F,0,
coq_1186,[H][C@]1(O)CO[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,0,
coq_1187,Cl.Fc1ccc(cc1)N2C=C(C(=O)O)C(=O)c3cc(F)c(cc23)N4CCNCC4,0,
coq_1188,C#CC(O)(/C=C\Cl)CC,0,
coq_1189,OCCOC1=CC=C(C=C1)\C(=C(\CCCl)C2=CC=CC=C2)C3=CC=CC=C3,0,
coq_1190,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,
coq_1191,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(O)=O,0,
coq_1192,Clc3cc(OCC(O)CNC(C)(C)CNc1ccc(cc1)C2=NNC(=O)CC2C)c(C#N)cc3,0,
coq_1193,CN1CCCN(CC1)c3nc2ccccc2n3CCOCC.O=C(O)\C=C\C(=O)O.O=C(O)\C=C\C(=O)O,0,
coq_1194,CC(C)(C)NCC(O)COC1=CC=CC=C1C#N,0,
coq_1195,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,0,
coq_1196,OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O,0,
coq_1197,OCC(O)COC(=O)CCCCCCC,0,
coq_1198,O=C(N)OCC(C)(COC(=O)N)C(C)CC,0,
coq_1199,[Na+].O.O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)c1c(OC)cccc1OC)[C@H]3SC2(C)C,0,
coq_1200,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)C4[C@@]5(CO[C@@H]5C[C@H](O)[C@@]4(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7,0,
coq_1201,O[C@@H]([C@@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)C3=CC=NC4=C3C=CC=C4,0,
coq_1202,C[As](C)(O)=O,0,
coq_1203,CC1(CC(=O)C2=CC=CC=C2C1=O)[S]([O-])(=O)=O,0,
coq_1204,O=S(=O)(O)O.Fc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(C)cc3,0,
coq_1205,O[S+]([O-])(=O)C1=CC=CC=C1,0,
coq_1206,O[C@@H]2[C@@H](OCc1ccccc1)[C@H](O[C@H]2OCC)C(COCc3ccccc3)OCc4ccccc4,0,
coq_1207,FC(F)(F)C(Cl)Br,0,
coq_1208,C[C@H]2CN(CC(C)Cc1ccc(cc1)C(C)(C)CC)C[C@@H](C)O2,0,
coq_1209,OC(C(O)C(O)=O)C(O)=O,0,
coq_1210,CN1CCN(CC1)C2=CC(=C(C=N2)N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=C(C)C=CC=C4,0,
coq_1211,C1C/N=C(N1)/C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,0,
coq_1212,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]3O[C@H]23)OC(=O)C(O)(C4=CC=CS4)C5=CC=CS5,0,
coq_1213,C[C@]12C[C@H](O)C3C(CCC/4=C/C(=O)/C=C\[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O,0,
coq_1214,CN(C)CCC(C1=CC=C(Br)C=C1)C2=CC=CC=N2,0,
coq_1215,CC(CN(C(C)=O)C1=C(I)C(=C(I)C=C1I)N)C(O)=O,0,
coq_1216,CCC1=CC2=C(CC(C2)NC[C@H](O)C3=CC=C(O)C4=C3\C=C/C(=O)N4)C=C1CC,0,
coq_1217,NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]3CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N3,0,
coq_1218,OCCOc1ccccc1,0,
coq_1219,CCN(CC)C(=O)N1CCN(C)CC1,0,
coq_1220,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,0,
coq_1221,C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@@]2(O)CC=C,0,
coq_1222,CN[C@H]1[C@@H](O)[C@H]2O[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]4O[C@H](CO)[C@@H](N)[C@H](O)[C@H]4O,0,
coq_1223,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3c(c2F)N(C=C(C3=O)C(=O)O)C4CC4,0,
coq_1224,Cc1ccc(cc1)S(O)(=O)=O.CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,0,
coq_1225,OC(=O)C(Cl)(Cl)Cl,0,
coq_1226,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0,
coq_1227,Cl.Cl.CC(N)C(=O)N(CCCc1cccnc1)c2c(C)cccc2C,0,
coq_1228,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,0,
coq_1229,[H][C@@]12N3CC[C@@]14C5=CC(=C(OC)C=C5N(C)[C@@]4([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)\C=C/C3)C(=O)OC)[C@]6(C[C@H]7C[C@H](CN(C7)CC8=C6NC9=C8C=CC=C9)C(C)(F)F)C(=O)OC,0,
coq_1230,[Na+].CC(CC#CC)[C@H](O)/C=C/[C@H]2[C@H](O)C[C@@H]3Oc1c(cccc1CCCC([O-])=O)[C@H]23,0,
coq_1231,CC(O)C[N]1C(=NC=C1[N+]([O-])=O)C,0,
coq_1232,CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@@H]2[C@@H](O)[C@H](OC3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN,0,
coq_1233,CCCN1C[C@H](C[C@@H]2CC3=C(O)C=CC=C3C[C@@H]12)N[S+]([O-])(=O)N(CC)CC,0,
coq_1234,C[C@]\12CCC(=O)\C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO[P]([O-])([O-])=O)[C@@]4(C)C[C@H](O)[C@H]23,0,
coq_1235,CN(C)CC(O)=O,0,
coq_1236,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,0,
coq_1237,CC1OC(CC(OC(C)=O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)\C8=C\C(=O)OC8)C4,0,
coq_1238,C[S+]([O-])(=O)NC1=CC2=C(C=C1OC3=CC=CC=C3)C(=O)\C(=C/O2)NC=O,0,
coq_1239,[Cl-].C[S+](C)CCC(N)C(=O)O,0,
coq_1240,CCCCCCC(COC(=O)C1=CN=CC=C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3,0,
coq_1241,O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C3=C(C=CC=C3)N=C1C4CC4)CC([O-])=O,0,
coq_1242,CC(=O)OC1CCC\2(C)C3CCC\4(C)C(C\C=C4C5=CN=CC=C5)C3C\C=C2C1,0,
coq_1243,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,
coq_1244,CC(NCCCCl)Cc1ccccc1,0,
coq_1245,C=C1C(/C[C@@H](O)C[C@@H]1O)=C\C=C2/CCC[C@]3(C)[C@H](CC[C@@H]23)[C@H](C)/C=C/[C@@H](O)C4CC4,0,
coq_1246,CC1=N[N](C2=CC=CC=C2)C(=C1)N3CCN(CC3)[C@@H]4CN[C@@H](C4)C(=O)N5CCSC5,0,
coq_1247,CCC(C)C(NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(O)=O)C(C)C)C(=O)NC(CC2=CN=C[NH]2)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(O)=O,0,
coq_1248,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC=CC(=C3Cl)Cl,0,
coq_1249,Cl.CC3(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N1CCOCC1)cc2)O3,0,
coq_1250,CCCC(=O)NC1=C2N=C[N](C3O[C@@H]4CO[P](O)(=O)O[C@H]4[C@H]3OC(=O)CCC)C2=NC=N1,0,
coq_1251,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C4=C(Cl)C(=CC=C4)Cl)C=C12,0,
coq_1252,Cl.O=C(OCC)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(=O)O,0,
coq_1253,O=P(OC)(OC)C(OC(=O)CCC)C(Cl)(Cl)Cl,0,
coq_1254,C\C=C(C)/C(=O)O[C@H]1C(=C/C23[C@H](C)C[C@@H]4[C@H](C(\C=C(CO)/[C@@H](O)[C@]12O)C3=O)C4(C)C)\C,0,
coq_1255,CN1CC[C@@H](C1)CN2C3=C(SC4=C2C=CC=C4)C=CC=C3,0,
coq_1256,Cl.CC(CN1CCCCC1)C(=O)c2ccc(CC)cc2,0,
coq_1257,CCC1\C(=N/N=C(C2=CC(=C(OC)C=C2)OC)\C3=C1C=C(OC)C(=C3)OC)C,0,
coq_1258,CC(=O)OCC(=O)[C@@]54N=C(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C,0,
coq_1259,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](N2\C=C/C(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC3=CC=CC=C3,0,
coq_1260,[O-][N+](=O)O.Clc3ccc(C(=N\OCc1ccc(Cl)cc1Cl)\Cn2ccnc2)c(Cl)c3,0,
coq_1261,O[C@@H]1C[C@H](O)[C@H](C/C=C\CCCC(=O)OC(C)C)[C@H]1CCC(=O)CCCCCCC,0,
coq_1262,O=C(O[C@H]1CN2CCC1CC2)N3CCC4=C(C=CC=C4)[C@@H]3C5=CC=CC=C5,0,
coq_1263,[H][C@]1(CO)O[C@@]2([H])N3C=CC(=N)N=C3O[C@@]2([H])[C@]1([H])O,0,
coq_1264,O[S+]([O-])(=O)C1=CC=C2C=CC=CC2=C1.CCC(=O)O[C@](CC3=CC=CC=C3)([C@@H](C)CN(C)C)C4=CC=CC=C4,0,
coq_1265,CCOC1=C(OC)C=CC(=C1)C(C[S+](C)([O-])=O)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(C)=O,0,
coq_1266,C[C@](COC1=CC(=CC=C1C(F)(F)F)C#N)(NC(=O)C2=CC=C(SC(F)(F)F)C=C2)C#N,0,
coq_1267,O=C(OCc1ccccc1)C=Cc2ccccc2,0,
coq_1268,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)N=C=S)C=C1,0,
coq_1269,CC[C@H](C)C1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,0,
coq_1270,Cl.Cl.Brc2cc(ccc2OCCCOc1ccc(cc1Br)C(=N)N)C(=N)N,0,
coq_1271,NC\1=N\C(=O)N(\C=C1F)[C@@H]2CS[C@H](CO)O2,0,
coq_1272,NCCS[As](SCCN)C1=CC=C(NC2=NC(=NC(=N2)N)N)C=C1,0,
coq_1273,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)C=C1,0,
coq_1274,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SC\C(=C(/N3C2=O)C(O)=O)CSC4=NN=N[N]4C)C(=O)C1=O,0,
coq_1275,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=C[NH]C3=C2C=CC=C3)NC(=O)[C@H](CC4=CN=C[NH]4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N6CCC[C@H]6C(=O)NNC(N)=O,0,
